"","story","response","n"
"1","fruit","plums",2
"2","fruit","apple ",1
"3","fruit","banana",1
"4","fruit","bananas",1
"5","fruit","cumquats",1
"6","fruit","dates",1
"7","fruit","durian",1
"8","fruit","fruit",1
"9","fruit","papaya",1
"10","fruit","strawberry",1
