"","story","response","n"
"1","performing","tuba",4
"2","performing","song",2
"3","performing","bad guy",1
"4","performing","character",1
"5","performing","cody",1
"6","performing","dane",1
"7","performing","didgeridoo",1
"8","performing","hurdygurdy",1
"9","performing","instrument",1
"10","performing","kazoo",1
"11","performing","lead role",1
"12","performing","piano ",1
"13","performing","prince",1
"14","performing","uke",1
"15","performing","ukulele ",1
