workerid,proliferate.condition,audio,bias,first,form,image,lbr_after,lbr_before,nameCategory,region,response,response_correct,rt,slide_number,slide_type,trial_id,trial_no,type,word_idx,error
245,pilot,,black,Cody,always,,1,1,white,filler,,0,183,,,performing,14,critical,14,
245,pilot,,black,Cody,be,,1,1,white,filler,,0,178,,,performing,14,critical,15,
245,pilot,,black,Cody,nervous,,1,1,white,filler,,0,182,,,performing,14,critical,16,
245,pilot,,black,Cody,to,,1,1,white,filler,,0,170,,,performing,14,critical,17,
245,pilot,,black,Cody,play,,1,1,white,filler,,0,158,,,performing,14,critical,18,
245,pilot,,black,Cody,the,,1,1,white,filler,,0,162,,,performing,14,critical,19,
245,pilot,,black,Cody,saxophone,,1,1,white,filler,,0,150,,,performing,14,critical,20,
245,pilot,,black,Cody,in,,1,1,white,filler,,0,161,,,performing,14,critical,21,
245,pilot,,black,Cody,front,,1,1,white,filler,,0,166,,,performing,14,critical,22,
245,pilot,,black,Cody,of,,1,1,white,filler,,0,148,,,performing,14,critical,23,
245,pilot,,black,Cody,an,,1,1,white,filler,,0,173,,,performing,14,critical,24,
245,pilot,,black,Cody,audience.,,1,1,white,filler,,0,218,,,performing,14,critical,25,
245,pilot,,none,Tyree,He,,1,1,black,filler,,0,156,,,dentist,15,filler,0,
245,pilot,,none,Tyree,remembered,,1,1,black,filler,,0,155,,,dentist,15,filler,1,
245,pilot,,none,Tyree,he,,1,1,black,filler,,0,155,,,dentist,15,filler,2,
245,pilot,,none,Tyree,had,,1,1,black,filler,,0,166,,,dentist,15,filler,3,
245,pilot,,none,Tyree,a,,1,1,black,filler,,0,169,,,dentist,15,filler,4,
245,pilot,,none,Tyree,dentist,,1,1,black,filler,,0,167,,,dentist,15,filler,5,
245,pilot,,none,Tyree,appointment,,1,1,black,filler,,0,186,,,dentist,15,filler,6,
245,pilot,,none,Tyree,"today,",,1,1,black,filler,,0,190,,,dentist,15,filler,7,
245,pilot,,none,Tyree,which,,1,1,black,filler,,0,179,,,dentist,15,filler,8,
245,pilot,,none,Tyree,he,,1,1,black,filler,,0,165,,,dentist,15,filler,9,
245,pilot,,none,Tyree,was,,1,1,black,filler,,0,171,,,dentist,15,filler,10,
245,pilot,,none,Tyree,dreading.,,1,1,black,filler,,0,173,,,dentist,15,filler,11,
245,pilot,,white,Deshawn,He,,1,1,black,filler,,1,163,,,lesson,16,critical,0,
245,pilot,,white,Deshawn,rushed,,1,1,black,filler,,1,142,,,lesson,16,critical,1,
245,pilot,,white,Deshawn,out,,1,1,black,filler,,1,149,,,lesson,16,critical,2,
245,pilot,,white,Deshawn,the,,1,1,black,filler,,1,170,,,lesson,16,critical,3,
245,pilot,,white,Deshawn,door,,1,1,black,filler,,1,151,,,lesson,16,critical,4,
245,pilot,,white,Deshawn,to,,1,1,black,filler,,1,161,,,lesson,16,critical,5,
245,pilot,,white,Deshawn,go,,1,1,black,filler,,1,150,,,lesson,16,critical,6,
245,pilot,,white,Deshawn,pick,,1,1,black,filler,,1,163,,,lesson,16,critical,7,
245,pilot,,white,Deshawn,up,,1,1,black,filler,,1,157,,,lesson,16,critical,8,
245,pilot,,white,Deshawn,his,,1,1,black,filler,,1,162,,,lesson,16,critical,9,
245,pilot,,white,Deshawn,little,,1,1,black,filler,,1,166,,,lesson,16,critical,10,
245,pilot,,white,Deshawn,brother,,1,1,black,filler,,1,162,,,lesson,16,critical,11,
245,pilot,,white,Deshawn,from,,1,1,black,filler,,1,158,,,lesson,16,critical,12,
245,pilot,,white,Deshawn,his,,1,1,black,filler,,1,155,,,lesson,16,critical,13,
245,pilot,,white,Deshawn,tennis,,1,1,black,filler,,1,159,,,lesson,16,critical,14,
245,pilot,,white,Deshawn,lesson.,,1,1,black,filler,,1,241,,,lesson,16,critical,15,
245,pilot,,none,Rasheed,He,,1,1,black,filler,,1,161,,,poker,17,filler,0,
245,pilot,,none,Rasheed,couldn&rsquo;t,,1,1,black,filler,,1,151,,,poker,17,filler,1,
245,pilot,,none,Rasheed,wait,,1,1,black,filler,,1,161,,,poker,17,filler,2,
245,pilot,,none,Rasheed,to,,1,1,black,filler,,1,151,,,poker,17,filler,3,
245,pilot,,none,Rasheed,beat,,1,1,black,filler,,1,169,,,poker,17,filler,4,
245,pilot,,none,Rasheed,them,,1,1,black,filler,,1,152,,,poker,17,filler,5,
245,pilot,,none,Rasheed,at,,1,1,black,filler,,1,161,,,poker,17,filler,6,
245,pilot,,none,Rasheed,a,,1,1,black,filler,,1,159,,,poker,17,filler,7,
245,pilot,,none,Rasheed,game,,1,1,black,filler,,1,169,,,poker,17,filler,8,
245,pilot,,none,Rasheed,of,,1,1,black,filler,,1,149,,,poker,17,filler,9,
245,pilot,,none,Rasheed,poker,,1,1,black,filler,,1,164,,,poker,17,filler,10,
245,pilot,,none,Rasheed,again.,,1,1,black,filler,,1,150,,,poker,17,filler,11,
